Date,Open,High,Low,Close,Adj Close,Volume
1995-04-01,2507.800049,2600.100098,2491.500000,2597.199951,2597.199951,0
1995-05-01,2596.000000,2791.600098,2595.699951,2786.399902,2786.399902,0
1995-06-01,2789.699951,2857.899902,2768.699951,2825.300049,2825.300049,0
1995-07-01,2825.699951,2892.300049,2804.100098,2826.800049,2826.800049,0
1995-08-01,2827.300049,2921.000000,2764.800049,2908.800049,2908.800049,0
1995-09-01,2909.300049,3057.899902,2905.300049,3014.800049,3014.800049,0
1995-10-01,3017.399902,3144.699951,3017.399902,3108.199951,3108.199951,0
1995-11-01,3106.899902,3262.899902,3096.100098,3251.600098,3251.600098,0
1995-12-01,3251.899902,3327.399902,3190.800049,3297.699951,3297.699951,0
1996-01-01,3301.300049,3399.000000,3157.100098,3248.699951,3248.699951,0
1996-02-01,3250.100098,3368.000000,3212.000000,3354.800049,3354.800049,0
1996-03-01,3356.199951,3678.500000,3356.199951,3646.500000,3646.500000,0
1996-04-01,3646.500000,3697.199951,3554.399902,3651.000000,3651.000000,0
1996-05-01,3651.000000,3663.699951,3502.199951,3556.100098,3556.100098,0
1996-06-01,3555.199951,3734.600098,3539.000000,3732.899902,3732.899902,0
1996-07-01,3732.899902,3813.600098,3471.699951,3494.399902,3494.399902,0
1996-08-01,3503.000000,3736.100098,3503.000000,3646.300049,3646.300049,0
1996-09-01,3646.800049,3737.199951,3600.699951,3736.399902,3736.399902,0
1996-10-01,3735.899902,3838.699951,3713.500000,3725.300049,3725.300049,0
1996-11-01,3727.300049,3906.199951,3727.300049,3902.500000,3902.500000,0
1996-12-01,3902.500000,3951.300049,3804.600098,3942.199951,3942.199951,0
1997-01-01,3941.899902,4272.399902,3897.199951,4272.200195,4272.200195,0
1997-02-01,4271.000000,4570.500000,4234.100098,4487.600098,4487.600098,0
1997-03-01,4487.700195,4734.100098,4432.700195,4659.200195,4659.200195,0
1997-04-01,4628.700195,4903.500000,4441.100098,4897.600098,4897.600098,0
1997-05-01,4899.399902,5258.700195,4893.000000,5041.600098,5041.600098,0
1997-06-01,5043.299805,5730.600098,5043.200195,5620.600098,5620.600098,0
1997-07-01,5625.700195,6101.200195,5594.700195,5898.200195,5898.200195,0
1997-08-01,5899.899902,5940.700195,5149.000000,5216.700195,5216.700195,0
1997-09-01,5217.700195,5769.899902,5217.700195,5673.600098,5673.600098,0
1997-10-01,5672.799805,5946.799805,4944.600098,5467.200195,5467.200195,0
1997-11-01,5468.899902,5791.500000,5387.500000,5775.899902,5775.899902,0
1997-12-01,5777.200195,6298.899902,5777.200195,6265.500000,6265.500000,0
1998-01-01,6267.100098,6582.600098,6010.500000,6582.600098,6582.600098,0
1998-02-01,6585.200195,7178.100098,6585.200195,7153.100098,7153.100098,0
1998-03-01,7152.799805,7620.700195,7015.700195,7585.500000,7585.500000,0
1998-04-01,7585.100098,7884.799805,7029.100098,7401.399902,7401.399902,0
1998-05-01,7401.600098,7771.000000,7367.799805,7656.100098,7656.100098,0
1998-06-01,7655.000000,7902.600098,7275.100098,7882.000000,7882.000000,0
1998-07-01,7951.299805,8489.000000,7922.799805,8239.500000,8239.500000,0
1998-08-01,8135.899902,8244.400391,6323.500000,6679.399902,6679.399902,0
1998-09-01,6479.700195,7080.399902,5724.200195,5760.399902,5760.399902,0
1998-10-01,5650.200195,6591.399902,5108.299805,6550.600098,6550.600098,0
1998-11-01,6608.600098,7429.100098,6511.899902,7083.100098,7083.100098,0
1998-12-01,6978.700195,7266.299805,6555.399902,7160.700195,7160.700195,0
1999-01-01,7161.600098,7703.200195,6901.500000,7201.200195,7201.200195,0
1999-02-01,7278.399902,7348.500000,6804.200195,7063.799805,7063.799805,0
1999-03-01,7093.600098,7363.700195,6911.100098,7130.200195,7130.200195,0
1999-04-01,7100.399902,7438.200195,7053.799805,7335.500000,7335.500000,0
1999-05-01,7340.500000,7502.000000,6665.399902,6911.600098,6911.600098,0
1999-06-01,6911.100098,7295.500000,6826.700195,6908.899902,6908.899902,0
1999-07-01,7014.899902,7293.600098,6677.200195,6887.399902,6887.399902,0
1999-08-01,6831.700195,7193.899902,6597.700195,7008.799805,7008.799805,0
1999-09-01,7042.100098,7244.200195,6805.700195,6907.399902,6907.399902,0
1999-10-01,6947.700195,7173.899902,6689.600098,7160.299805,7160.299805,0
1999-11-01,7157.799805,7471.600098,7113.500000,7399.700195,7399.700195,0
1999-12-01,7386.799805,7591.700195,7245.899902,7570.100098,7570.100098,0
2000-01-01,7484.799805,7544.000000,6894.500000,6894.700195,6894.700195,0
2000-02-01,6985.200195,7254.200195,6805.799805,6910.100098,6910.100098,0
2000-03-01,6934.799805,7477.200195,6739.299805,7428.100098,7428.100098,0
2000-04-01,7455.700195,7611.200195,7216.899902,7427.799805,7427.799805,0
2000-05-01,7418.200195,7938.299805,7407.000000,7754.000000,7754.000000,0
2000-06-01,7776.500000,7914.799805,7629.200195,7761.600098,7761.600098,0
2000-07-01,7769.700195,8051.399902,7746.200195,8023.200195,8023.200195,0
2000-08-01,8025.299805,8407.500000,8022.899902,8219.900391,8219.900391,0
2000-09-01,8231.900391,8277.099609,7713.299805,7713.299805,7713.299805,0
2000-10-01,7799.000000,8023.899902,7436.000000,7977.500000,7977.500000,0
2000-11-01,7990.200195,8195.500000,7944.000000,7981.899902,7981.899902,0
2000-12-01,7982.700195,8229.500000,7845.899902,8135.399902,8135.399902,0
2001-01-01,8049.200195,8180.100098,7808.700195,8057.399902,8057.399902,0
2001-02-01,8054.100098,8102.899902,7592.000000,7701.799805,7701.799805,0
2001-03-01,7672.799805,7675.299805,6501.000000,7167.799805,7167.799805,0
2001-04-01,7168.799805,7358.399902,6679.600098,7327.200195,7327.200195,0
2001-05-01,7371.799805,7725.799805,7273.899902,7487.600098,7487.600098,0
2001-06-01,7487.600098,7604.799805,6938.000000,7240.200195,7240.200195,0
2001-07-01,7198.100098,7316.000000,6657.799805,6847.299805,6847.299805,0
2001-08-01,6845.600098,7002.299805,6466.799805,6582.399902,6582.399902,0
2001-09-01,6542.700195,6563.700195,4973.500000,6014.200195,6014.200195,0
2001-10-01,5971.899902,6369.799805,5735.200195,6081.000000,6081.000000,0
2001-11-01,6058.899902,6645.100098,6025.200195,6237.000000,6237.000000,0
2001-12-01,6224.399902,6523.799805,6178.100098,6417.799805,6417.799805,0
2002-01-01,6379.299805,6460.100098,6164.500000,6237.299805,6237.299805,0
2002-02-01,6250.200195,6433.100098,6059.100098,6352.799805,6352.799805,0
2002-03-01,6334.000000,6677.200195,6317.500000,6655.200195,6655.200195,0
2002-04-01,6651.600098,6723.100098,6487.000000,6557.600098,6557.600098,0
2002-05-01,6582.299805,6740.600098,6448.500000,6574.799805,6574.799805,0
2002-06-01,6572.200195,6572.700195,5490.500000,5979.700195,5979.700195,0
2002-07-01,5921.299805,6058.200195,4372.600098,5196.700195,5196.700195,0
2002-08-01,5205.000000,5551.899902,4676.200195,5230.500000,5230.500000,0
2002-09-01,5182.299805,5262.799805,4396.799805,4783.000000,4783.000000,0
2002-10-01,4787.299805,5091.799805,4333.100098,4949.100098,4949.100098,0
2002-11-01,4930.700195,5213.299805,4751.399902,5117.500000,5117.500000,0
2002-12-01,5134.899902,5208.700195,4573.799805,4630.799805,4630.799805,698057200
2003-01-01,4815.600098,5000.700195,4192.600098,4422.500000,4422.500000,1060023600
2003-02-01,4475.600098,4492.399902,3997.500000,4148.200195,4148.200195,1070444800
2003-03-01,4166.299805,4483.100098,3618.000000,4085.600098,4085.600098,1431097600
2003-04-01,4105.200195,4675.299805,4070.699951,4542.700195,4542.700195,1039159000
2003-05-01,4539.600098,4688.100098,4432.299805,4630.799805,4630.799805,987385200
2003-06-01,4708.500000,5010.899902,4679.000000,4813.700195,4813.700195,1331434600
2003-07-01,4805.399902,5101.100098,4682.500000,5079.100098,5079.100098,1166979200
2003-08-01,5073.100098,5262.899902,4961.899902,5124.200195,5124.200195,1118937000
2003-09-01,5167.799805,5445.200195,5001.299805,5043.500000,5043.500000,1180598200
2003-10-01,5054.399902,5301.799805,5017.700195,5211.399902,5211.399902,1105454200
2003-11-01,5226.700195,5379.799805,5127.700195,5317.500000,5317.500000,1129190400
2003-12-01,5332.799805,5489.899902,5324.899902,5487.799805,5487.799805,881031600
2004-01-01,5517.299805,5825.200195,5496.200195,5736.399902,5736.399902,1203769000
2004-02-01,5761.700195,5926.799805,5713.299805,5798.399902,5798.399902,1265761000
2004-03-01,5813.200195,5941.700195,5437.500000,5618.600098,5618.600098,1446490200
2004-04-01,5637.799805,5898.899902,5633.899902,5774.399902,5774.399902,1211688800
2004-05-01,5766.500000,5904.899902,5569.799805,5627.100098,5627.100098,1134902600
2004-06-01,5631.500000,5755.700195,5584.399902,5619.100098,5619.100098,1084761800
2004-07-01,5645.299805,5669.799805,5415.899902,5547.200195,5547.200195,876961200
2004-08-01,5531.200195,5597.100098,5264.500000,5421.700195,5421.700195,870071800
2004-09-01,5452.000000,5621.399902,5428.299805,5465.299805,5465.299805,865358600
2004-10-01,5474.500000,5624.399902,5301.700195,5363.399902,5363.399902,1083972000
2004-11-01,5362.899902,5720.200195,5354.100098,5444.200195,5444.200195,981226600
2004-12-01,5440.899902,5713.299805,5439.799805,5693.200195,5693.200195,977215200
2005-01-01,5710.399902,5785.600098,5655.100098,5771.399902,5771.399902,999523600
2005-02-01,5773.500000,5959.200195,5761.399902,5931.299805,5931.299805,1264855200
2005-03-01,5918.000000,6022.899902,5873.700195,5929.700195,5929.700195,1270309800
2005-04-01,5939.700195,6041.700195,5820.000000,5870.799805,5870.799805,1473970800
2005-05-01,5901.200195,6165.299805,5890.200195,6127.200195,6127.200195,1182140800
2005-06-01,6136.299805,6307.700195,6136.299805,6253.100098,6253.100098,1222326200
2005-07-01,6229.700195,6630.700195,6113.100098,6600.899902,6600.899902,968149200
2005-08-01,6605.600098,6695.600098,6364.299805,6517.200195,6517.200195,954498800
2005-09-01,6546.799805,6912.299805,6519.500000,6898.899902,6898.899902,1127878800
2005-10-01,6943.100098,7046.399902,6806.500000,7036.600098,7036.600098,1158773200
2005-11-01,7062.500000,7555.700195,7041.100098,7407.500000,7407.500000,1285420700
2005-12-01,7433.000000,7648.399902,7424.500000,7583.899902,7583.899902,955731600
2006-01-01,7621.100098,7856.299805,7583.899902,7810.899902,7810.899902,1311269600
2006-02-01,7818.299805,8048.200195,7772.600098,7892.600098,7892.600098,1540162200
2006-03-01,7891.799805,8108.299805,7779.500000,8023.299805,8023.299805,1804692400
2006-04-01,8072.000000,8133.399902,7941.600098,8047.299805,8047.299805,1457503600
2006-05-01,8073.100098,8158.899902,7413.700195,7604.399902,7604.399902,2127884200
2006-06-01,7602.000000,7714.200195,7123.200195,7652.100098,7652.100098,1572986200
2006-07-01,7664.700195,7966.200195,7428.100098,7941.799805,7941.799805,1137325400
2006-08-01,7920.799805,8211.000000,7741.799805,8168.000000,8168.000000,1043774000
2006-09-01,8173.100098,8463.799805,8073.700195,8425.900391,8425.900391,1134874900
2006-10-01,8432.200195,8750.000000,8346.200195,8569.700195,8569.700195,1211123200
2006-11-01,8580.799805,8836.299805,8431.500000,8484.599609,8484.599609,1341384000
2006-12-01,8496.200195,8849.099609,8391.200195,8785.700195,8785.700195,1134092000
2007-01-01,8889.500000,9200.799805,8814.599609,9135.099609,9135.099609,1343914000
2007-02-01,9205.599609,9376.700195,8703.799805,8789.700195,8789.700195,1613017200
2007-03-01,8785.299805,9107.099609,8573.500000,8977.000000,8977.000000,1991297000
2007-04-01,8932.200195,9515.299805,8887.299805,9428.299805,9428.299805,1646240800
2007-05-01,9440.000000,9479.000000,9248.900391,9450.799805,9450.799805,1727572300
2007-06-01,9473.900391,9548.099609,8993.400391,9209.400391,9209.400391,1934556200
2007-07-01,9196.000000,9354.700195,8613.099609,8885.000000,8885.000000,1853113100
2007-08-01,8897.299805,8992.200195,8329.599609,8881.500000,8881.500000,2017277500
2007-09-01,8934.599609,9057.900391,8603.799805,8933.500000,8933.500000,1581163400
2007-10-01,8856.099609,9243.799805,8801.099609,9019.599609,9019.599609,1760830400
2007-11-01,9029.500000,9041.700195,8080.899902,8828.400391,8828.400391,2393337400
2007-12-01,8799.799805,8918.799805,8369.200195,8484.500000,8484.500000,1291789000
2008-01-01,8410.099609,8421.000000,6950.899902,7670.399902,7670.399902,2440757000
2008-02-01,7729.700195,7888.500000,7278.100098,7533.899902,7533.899902,2159642900
2008-03-01,7402.899902,7460.399902,6769.799805,7224.299805,7224.299805,1958288100
2008-04-01,7221.200195,7707.399902,7107.000000,7529.000000,7529.000000,1763662800
2008-05-01,7583.000000,7785.200195,7363.899902,7511.299805,7511.299805,1495477600
2008-06-01,7549.500000,7612.069824,6799.029785,6958.509766,6958.509766,2166727200
2008-07-01,6935.859863,7188.620117,6422.850098,7141.209961,7141.209961,2501481900
2008-08-01,7141.209961,7358.540039,6980.089844,7238.740234,7238.740234,1626850100
2008-09-01,7182.209961,7343.069824,6343.430176,6654.890137,6654.890137,2904190000
2008-10-01,6743.259766,6911.959961,5265.859863,6153.209961,6153.209961,3143935300
2008-11-01,6227.169922,6419.040039,5034.410156,5816.600098,5816.600098,1796794200
2008-12-01,5788.060059,5910.040039,5389.750000,5534.529785,5534.529785,1380590300
2009-01-01,5534.529785,5881.470215,5194.609863,5290.049805,5290.049805,1638988400
2009-02-01,5251.009766,5259.149902,4608.819824,4690.669922,4690.669922,1907569900
2009-03-01,4576.770020,5006.919922,4234.959961,4927.430176,4927.430176,2116575400
2009-04-01,4933.750000,5285.770020,4837.020020,5225.919922,5225.919922,1724166000
2009-05-01,5225.919922,5546.240234,5219.060059,5349.740234,5349.740234,1520888400
2009-06-01,5349.740234,5532.509766,5269.459961,5403.970215,5403.970215,1506847600
2009-07-01,5431.140137,5978.040039,5204.779785,5950.689941,5950.689941,1376260800
2009-08-01,5954.660156,6262.290039,5860.770020,6217.120117,6217.120117,1486665000
2009-09-01,6249.759766,6394.649902,6036.100098,6323.180176,6323.180176,1327754500
2009-10-01,6332.819824,6473.649902,6108.310059,6285.759766,6285.759766,1447997300
2009-11-01,6256.439941,6445.169922,6146.089844,6260.950195,6260.950195,1300540700
2009-12-01,6308.169922,6615.549805,6308.169922,6545.910156,6545.910156,1047331000
2010-01-01,6578.450195,6666.450195,6386.040039,6440.720215,6440.720215,1482139800
2010-02-01,6408.680176,6735.439941,6240.240234,6710.990234,6710.990234,1606552200
2010-03-01,6756.339844,6943.529785,6744.970215,6873.370117,6873.370117,1391707400
2010-04-01,6876.939941,6990.700195,6555.859863,6616.819824,6616.819824,1316576100
2010-05-01,6604.149902,6641.240234,6029.160156,6312.600098,6312.600098,1558799800
2010-06-01,6295.149902,6534.850098,6107.959961,6128.060059,6128.060059,1287621200
2010-07-01,6042.149902,6364.720215,5934.950195,6200.779785,6200.779785,1210490200
2010-08-01,6243.669922,6409.750000,6047.160156,6180.890137,6180.890137,1017411600
2010-09-01,6206.279785,6503.120117,6196.640137,6296.330078,6296.330078,1187826600
2010-10-01,6295.770020,6537.350098,6228.330078,6472.229980,6472.229980,1082179400
2010-11-01,6500.430176,6639.000000,6308.009766,6312.430176,6312.430176,1167572600
2010-12-01,6334.720215,6618.439941,6334.720215,6436.040039,6436.040039,936771000
2011-01-01,6473.680176,6659.870117,6424.870117,6479.149902,6479.149902,1163022200
2011-02-01,6517.790039,6739.129883,6492.779785,6610.439941,6610.439941,1232639500
2011-03-01,6638.299805,6667.129883,6000.120117,6357.549805,6357.549805,1454271700
2011-04-01,6391.759766,6555.689941,6220.500000,6539.700195,6539.700195,1013024600
2011-05-01,6568.459961,6604.549805,6396.839844,6554.709961,6554.709961,1102991600
2011-06-01,6566.240234,6567.319824,5961.970215,6187.069824,6187.069824,1061345500
2011-07-01,6194.160156,6262.049805,5723.169922,5783.350098,5783.350098,1174463000
2011-08-01,5783.350098,5783.350098,4695.310059,5528.520020,5528.520020,1954869500
2011-09-01,5532.939941,5637.009766,5128.779785,5531.740234,5531.740234,1727847100
2011-10-01,5460.629883,5862.040039,5361.899902,5731.270020,5731.270020,1184289400
2011-11-01,5618.580078,5730.250000,5307.759766,5652.310059,5652.310059,1161440400
2011-12-01,5665.410156,5938.629883,5640.290039,5936.229980,5936.229980,886780200
2012-01-01,6020.629883,6213.319824,5962.229980,5970.490234,5970.490234,969339500
2012-02-01,5984.109863,6268.560059,5979.220215,6109.930176,6109.930176,1057010100
2012-03-01,6101.200195,6357.450195,6041.220215,6235.509766,6235.509766,1032508800
2012-04-01,6233.560059,6299.379883,6039.229980,6096.339844,6096.339844,966368500
2012-05-01,6096.339844,6171.970215,5766.419922,5849.899902,5849.899902,1057093100
2012-06-01,5866.200195,6074.370117,5712.129883,6066.859863,6066.859863,1023032300
2012-07-01,6082.810059,6417.910156,6078.729980,6399.270020,6399.270020,981280700
2012-08-01,6399.270020,6554.120117,6355.959961,6388.009766,6388.009766,770822800
2012-09-01,6376.549805,6620.100098,6355.830078,6495.879883,6495.879883,903646100
2012-10-01,6501.399902,6797.740234,6501.399902,6595.129883,6595.129883,933473200
2012-11-01,6572.819824,6848.200195,6508.520020,6820.600098,6820.600098,861046800
2012-12-01,6831.930176,7000.600098,6822.439941,6822.439941,6822.439941,635836700
2013-01-01,6822.439941,7495.830078,6822.439941,7390.859863,7390.859863,941859700
2013-02-01,7383.669922,7635.120117,7336.759766,7593.669922,7593.669922,908046200
2013-03-01,7577.990234,7874.209961,7548.729980,7813.669922,7813.669922,906973900
2013-04-01,7813.669922,7955.390137,7482.919922,7906.209961,7906.209961,1018638800
2013-05-01,7906.209961,8411.299805,7850.859863,7947.009766,7947.009766,906957900
2013-06-01,7816.459961,7914.200195,7247.250000,7683.040039,7683.040039,949769200
2013-07-01,7716.879883,8041.250000,7609.979980,7820.430176,7820.430176,743440600
2013-08-01,7820.430176,8093.330078,7710.839844,7745.970215,7745.970215,684104700
2013-09-01,7820.000000,8144.529785,7818.319824,8022.600098,8022.600098,714609300
2013-10-01,8020.899902,8294.110352,7747.419922,8234.290039,8234.290039,863153500
2013-11-01,8235.259766,8365.650391,8125.919922,8264.200195,8264.200195,818893500
2013-12-01,8263.599609,8287.389648,7766.740234,8202.980469,8202.980469,726688600
2014-01-01,8178.919922,8544.120117,8067.279785,8191.330078,8191.330078,1059269300
2014-02-01,8201.940430,8533.200195,8053.740234,8475.330078,8475.330078,902048500
2014-03-01,8372.309570,8499.570313,8090.740234,8453.820313,8453.820313,961252700
2014-04-01,8480.889648,8546.059570,8235.009766,8476.660156,8476.660156,935773200
2014-05-01,8460.860352,8722.080078,8341.740234,8674.519531,8674.519531,810977600
2014-06-01,8715.059570,8763.980469,8520.200195,8554.519531,8554.519531,829155100
2014-07-01,8571.809570,8707.780273,8395.870117,8410.269531,8410.269531,916049800
2014-08-01,8382.250000,8689.650391,8183.549805,8658.969727,8658.969727,790480100
2014-09-01,8706.040039,8874.480469,8699.389648,8835.139648,8835.139648,911317300
2014-10-01,8819.209961,8843.150391,7870.890137,8837.780273,8837.780273,1375160700
2014-11-01,8829.969727,9155.219727,8705.870117,9150.459961,9150.459961,770293500
2014-12-01,9107.669922,9218.679688,8578.709961,8983.370117,8983.370117,897085800
2015-01-01,9002.820313,9292.440430,7852.830078,8385.129883,8385.129883,1764637800
2015-02-01,8439.929688,9067.230469,8398.179688,9014.530273,9014.530273,1135104900
2015-03-01,9011.599609,9397.150391,8925.959961,9128.980469,9128.980469,1237840400
2015-04-01,9098.469727,9474.950195,9027.599609,9077.120117,9077.120117,1006117100
2015-05-01,9112.040039,9426.450195,8729.000000,9237.790039,9237.790039,950228300
2015-06-01,9303.219727,9323.570313,8727.950195,8780.910156,8780.910156,1162949100
2015-07-01,8809.169922,9525.790039,8764.110352,9428.169922,9428.169922,1055011900
2015-08-01,9441.309570,9537.900391,8155.100098,8824.559570,8824.559570,1068442600
2015-09-01,8747.309570,8963.860352,8244.599609,8513.410156,8513.410156,1148898300
2015-10-01,8620.459961,8984.540039,8420.179688,8938.650391,8938.650391,1027871000
2015-11-01,8892.679688,9080.559570,8694.959961,8993.099609,8993.099609,974832600
2015-12-01,9010.950195,9053.459961,8375.309570,8818.089844,8818.089844,1019916700
2016-01-01,8705.639648,8730.049805,7935.470215,8319.809570,8319.809570,1193540700
2016-02-01,8374.990234,8381.129883,7425.049805,7843.629883,7843.629883,1633614900
2016-03-01,7823.729980,8095.430176,7719.410156,7807.890137,7807.890137,1396131300
2016-04-01,7688.580078,8210.929688,7607.740234,7960.850098,7960.850098,1185837500
2016-05-01,7985.259766,8310.879883,7689.509766,8216.419922,8216.419922,1070167900
2016-06-01,8191.149902,8239.370117,7475.540039,8020.149902,8020.149902,1630380600
2016-07-01,8048.149902,8262.700195,7845.890137,8127.200195,8127.200195,1210597500
2016-08-01,8122.040039,8317.839844,7973.479980,8202.129883,8202.129883,927695900
2016-09-01,8219.919922,8351.339844,8020.359863,8139.009766,8139.009766,1225568700
2016-10-01,8158.740234,8230.730469,7827.740234,7827.740234,7827.740234,1052937300
2016-11-01,7864.669922,8004.169922,7585.560059,7875.189941,7875.189941,1528667800
2016-12-01,7849.850098,8279.990234,7695.629883,8219.870117,8219.870117,1161949900
2017-01-01,8302.860352,8475.150391,8192.580078,8291.690430,8291.690430,1236453600
2017-02-01,8345.540039,8598.650391,8264.809570,8545.809570,8545.809570,1118263800
2017-03-01,8572.070313,8710.259766,8519.259766,8658.889648,8658.889648,1404343900
2017-04-01,8669.500000,8853.959961,8491.610352,8812.669922,8812.669922,1012879800
2017-05-01,8834.280273,9136.950195,8830.790039,9016.639648,9016.639648,1322381100
2017-06-01,9008.910156,9148.610352,8778.450195,8906.889648,8906.889648,1278423400
2017-07-01,8944.900391,9101.809570,8835.120117,9055.000000,9055.000000,1034831300
2017-08-01,9088.139648,9198.450195,8752.209961,8925.450195,8925.450195,932745200
2017-09-01,8944.650391,9167.349609,8797.080078,9157.459961,9157.459961,987277900
2017-10-01,9177.030273,9318.040039,9062.639648,9242.179688,9242.179688,997356300
2017-11-01,9268.900391,9370.009766,9045.799805,9318.769531,9318.769531,1049268100
2017-12-01,9314.900391,9468.839844,9214.370117,9381.870117,9381.870117,941548200
2018-01-01,9436.959961,9616.379883,9335.400391,9335.400391,9335.400391,1072964500
2018-02-01,9386.009766,9424.549805,8664.030273,8906.379883,8906.379883,1142938800
2018-03-01,8879.129883,8993.879883,8501.169922,8740.969727,8740.969727,1201448500
2018-04-01,8682.870117,8901.120117,8521.419922,8886.259766,8886.259766,1104781100
2018-05-01,8880.769531,9025.879883,8454.280273,8456.950195,8456.950195,1044379000
2018-06-01,8558.339844,8697.070313,8372.900391,8609.299805,8609.299805,1154414400
2018-07-01,8529.509766,9199.919922,8507.599609,9174.330078,9174.330078,980438800
2018-08-01,9128.139648,9213.209961,8901.929688,8973.559570,8973.559570,812534300
2018-09-01,8971.200195,9123.379883,8796.349609,9087.990234,9087.990234,977915900
2018-10-01,9094.280273,9194.990234,8586.820313,9022.160156,9022.160156,1364240700
2018-11-01,9005.309570,9130.980469,8716.950195,9037.759766,9037.759766,1208366700
2018-12-01,9159.339844,9175.389648,8138.560059,8429.299805,8429.299805,1151665300
2019-01-01,8391.900391,9027.459961,8388.969727,8969.269531,8969.269531,1135385800
2019-02-01,9011.870117,9481.450195,8927.190430,9388.940430,9388.940430,1056934200
2019-03-01,9431.830078,9582.910156,9228.860352,9477.839844,9477.839844,1292506500
2019-04-01,9513.120117,9785.570313,9442.610352,9769.740234,9769.740234,1224904500
2019-05-01,9777.900391,9786.509766,9319.990234,9523.980469,9523.980469,1135586600
2019-06-01,9466.040039,10062.650391,9439.059570,9898.240234,9898.240234,1016595000
